"","DLF005-IE","DLM006-IE","DOM005-IE","DOM017-IE","MH0192","MH0221","MH0222","MH0234","MH0238","MH0245","MH0246","MH0252","MH0259","MH0260","MH0261","MH0262","MH0264","MH0265","MH0266","MH0268","MH0270","MH0271","MH0280","MH0281","MH0283","MH0284","MH0290","MH0293","MH0297","MH0298","MH0299","MH0301","MH0303","MH0308","MH0309","MH0310","MH0311","MH0314","MH0315","MH0319","MH0323","MH0325","MH0326","MH0327","MH0328","MH0329","MH0330","MH0332","MH0334","MH0335","MH0336","MH0337","MH0338","MH0339","MH0340","MH0341","MH0342","MH0343","MH0345","MH0346","MH0347","MH0348","MH0349","MH0350","MH0351","MH0354","MH0355","MH0356","MH0357","MH0358","MH0359","MH0360","MH0361","MH0362","MH0363","MH0364","MH0365","MH0366","MH0367","MH0368","MH0369","MH0370","MH0371","MH0372","MH0373","MH0374","MH0375","MH0376","MH0377","MH0378","MH0379","MH0381","MH0382","MH0383","MH0384","MH0385","MH0386","MH0387","MH0388","MH0389","MH0390","MH0391","MH0392","MH0393","MH0394","MH0395","MH0396","MH0397","MH0398","MH0399","MH0400","MH0401","MH0402","NLF002-IE","NLF009-IE","NLM009-IE","NLM025-IE","NOF002-IE","NOF007-IE","NOF013-IE","O2.CD1-0-PT","O2.CD1-0","O2.CD2-0-PT","O2.CD2-0","O2.CD3-0-PT","O2.UC1-1","O2.UC11-1","O2.UC12-1","O2.UC13-1","O2.UC14-1","O2.UC15-0","O2.UC15-1","O2.UC15-2","O2.UC16-1","O2.UC17-1","O2.UC18-1","O2.UC19-1","O2.UC2-1","O2.UC20-1","O2.UC21-1","O2.UC22-1","O2.UC23-1","O2.UC24-1","O2.UC26-1","O2.UC27-1","O2.UC28-0","O2.UC28-1","O2.UC28-2","O2.UC29-1","O2.UC3-1","O2.UC30-1","O2.UC31-1","O2.UC32-1","O2.UC35-1","O2.UC36-0","O2.UC36-1","O2.UC37-1","O2.UC38-1","O2.UC4-1","O2.UC40-1","O2.UC41-1","O2.UC43-1","O2.UC44-1","O2.UC46-1","O2.UC47-1","O2.UC48-1","O2.UC5-1","O2.UC6-0","O2.UC6-1","O2.UC6-2","O2.UC7-0","O2.UC7-1","O2.UC8-0","O2.UC8-1","O2.UC8-2","O2.UC9-1","V1.CD1-0-PN","V1.CD1-0-PT","V1.CD1-3-PN","V1.CD12-3","V1.CD2-0-PN","V1.CD2-0-PT","V1.CD20-0","V1.CD3-0-PN","V1.CD3-0-PT","V1.CD3-3-PN","V1.CD32-0","V1.CD32-4","V1.CD37-4","V1.CD4-0-PN","V1.CD4-0-PT","V1.CD40-0","V1.CD43-0","V1.CD44-0","V1.CD44-4","V1.CD45-0","V1.CD46-0","V1.CD48-0","V1.CD49-0","V1.CD5-0-PN","V1.CD50-0","V1.CD51-0","V1.CD52-0","V1.CD53-0","V1.CD54-0","V1.CD55-0","V1.CD6-0-PN","V1.CD6-0-PT","V1.CD7-0-PN","V1.CD8-0-PN","V1.FI01","V1.FI02","V1.FI03","V1.FI04","V1.FI05","V1.FI06","V1.FI07","V1.FI08","V1.FI09","V1.FI10","V1.FI11","V1.FI12","V1.FI13","V1.FI14","V1.FI15","V1.FI16","V1.FI17","V1.FI18","V1.FI19","V1.FI20","V1.FI21","V1.FI22","V1.FI23","V1.FI24","V1.FI25","V1.FI26","V1.FI27","V1.FI28","V1.FI29","V1.FI30","V1.FI31","V1.FI32","V1.FI33","V1.FI34","V1.FI35","V1.FI36","V1.FI37","V1.UC22-1","V1.UC38-4","V1.UC39-4","V1.UC40-1","V1.UC47-4","V1.UC54-4","V1.UC56-1","V1.UC58-4","V1.UC59-0","V1.UC59-4","V1.UC60-0","V1.UC63-0","V1.UC64-0","FeatureID"
"Intestinibacter bartlettii",0,0,0,0,0,0,0,0,0,0,11153,0,0,0,0,0,0,0,1150,0,0,0,15415,6261,0,0,0,0,0,0,0,0,138876,0,0,0,0,0,0,0,0,1190,0,3077,0,0,0,0,22323,1687,0,0,0,30723,0,0,0,0,230869,148933,0,0,0,0,0,0,28562,0,0,0,0,0,0,0,45777,0,0,477,0,12580,22200,0,0,0,0,0,3050,0,0,0,0,24471,0,0,0,0,0,0,0,0,0,2601,0,981,0,8898,3211,0,0,0,0,117964,0,0,0,65,0,10306,0,0,0,31343,72308,0,50385,56356,155290,0,133424,17661,421958,117766,0,0,3898,6895,128913,10521,5337,150306,17132,464,18653,60879,0,69360,3210,62418,8125,2966,297714,4921,14356,5764,317817,11182,0,0,0,0,0,0,0,3671,0,0,178661,0,0,0,0,0,17221,11687,23632,0,0,16413,0,0,0,4780,202146,155696,27833,47421,0,0,55528,0,9588,226996,12797,0,0,0,30993,61165,0,0,0,46116,0,0,0,42286,97123,4127,0,74816,65899,0,138407,44463,109357,0,79164,37751,77277,61587,0,25025,0,11842,10725,116024,7443,0,135632,0,31607,28762,22233,56776,5456,29831,0,52770,8270,0,8543,30584,0,102227,2955,0,18095,365471,0,0,11727,808,0,542,132433,0,0,0,0,4322,"Intestinibacter bartlettii"
"Clostridiales bacterium 1_7_47FAA",0,0,0,0,0,0,0,0,0,0,5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12379,0,0,0,0,0,0,0,0,0,0,0,79554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17976,0,0,0,4587,0,0,0,0,0,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2738,343,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034,0,0,0,0,0,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,24418,0,0,0,7146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clostridiales bacterium 1_7_47FAA"
"Bifidobacterium dentium",0,0,0,0,0,0,0,0,0,0,4739,0,0,0,0,0,0,10765,0,0,4498,0,0,0,0,0,0,0,0,9595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66314,0,0,0,4164,0,0,0,0,11171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40244,0,0,0,0,4928,0,0,0,57784,0,0,0,0,223523,0,0,0,0,0,0,0,0,0,67363,742,0,0,0,0,0,0,0,4852,0,0,0,0,0,0,0,0,271822,0,5518,0,0,0,0,4848,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404,0,0,0,7634,0,0,0,5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49616,0,0,0,0,0,0,0,0,0,0,0,0,0,228626,0,0,0,0,0,0,0,5109,8852,0,836,0,0,0,9161,0,1965074,8460,0,0,0,132213,0,0,0,0,0,0,107718,988474,0,0,0,0,0,0,428,0,0,0,5045,0,0,0,0,8987,0,0,0,0,0,0,0,0,89661,11907,0,0,0,0,0,0,0,0,0,0,0,0,"Bifidobacterium dentium"
"Lactobacillus crispatus",0,0,0,0,0,0,0,0,0,0,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18313,0,0,0,0,0,7128,0,0,0,0,0,0,0,0,0,0,2723,0,0,0,0,0,0,0,0,0,0,2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33935,0,0,0,0,0,0,0,0,0,17272,0,0,0,0,0,0,194470,0,0,0,632,0,0,0,0,0,0,0,36494,365473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5468,0,0,0,0,"Lactobacillus crispatus"
"Christensenella hongkongensis",0,0,0,0,0,0,0,0,0,0,2038,0,0,0,0,0,0,0,0,0,3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4590,3406,0,0,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,9545,0,461,0,0,0,5776,0,0,0,0,0,0,139,0,0,0,0,38069,4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7165,0,0,0,0,0,3358,0,0,0,0,0,0,0,0,0,0,2925,387,6741,0,0,0,0,0,0,5390,0,0,0,0,0,0,0,0,0,0,0,16977,0,0,0,2905,0,0,0,0,0,0,2704,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,32823,0,0,5189,0,0,0,0,0,0,28192,0,0,6940,0,10287,0,0,593,0,0,0,0,83,2998,0,0,0,0,0,0,0,0,0,0,0,0,11514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,"Christensenella hongkongensis"
"Ruminococcus sp. CAG:624",0,0,0,0,0,0,0,0,0,0,0,4501998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,0,0,0,0,0,0,0,1939978,0,0,0,0,0,0,0,0,0,0,0,0,744775,0,0,0,0,0,0,0,0,0,0,110867,0,0,0,0,0,0,0,102944,0,0,0,0,0,0,0,0,0,108613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187704,0,0,0,0,0,0,0,0,0,0,0,115004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ruminococcus sp. CAG:624"
"Prevotella sp. CAG:485",0,0,0,0,0,0,0,0,0,0,0,2743367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585986,0,0,135739,0,0,0,0,0,2762042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10745725,2358864,9484637,0,0,0,0,0,0,0,0,0,0,0,478139,0,0,0,80597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prevotella sp. CAG:485"
"Prevotella corporis",0,0,0,0,0,0,0,0,0,0,0,425992,0,0,0,0,0,0,0,0,0,0,6088,0,0,0,0,0,0,0,1049,0,7620,0,0,0,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8583,0,555,0,38362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14876,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,0,0,0,0,0,4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9187,0,0,0,0,0,42190,0,0,0,0,0,0,0,3825,0,0,0,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8126,0,1029,0,0,0,0,0,0,0,2730,0,7085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238,0,0,0,0,0,0,2078,0,0,0,0,0,0,0,242772,"Prevotella corporis"
"Ruminococcus sp. CAG:579",0,0,0,0,0,0,0,0,0,0,0,53385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63300,0,0,0,0,0,0,0,0,1728,0,0,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,4545131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ruminococcus sp. CAG:579"
"Prevotella disiens",0,0,0,0,0,0,0,0,0,0,0,51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242883,14425,0,0,0,0,0,0,0,0,0,0,4101,0,948,0,0,0,0,0,0,0,0,0,0,0,3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15902,0,7636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prevotella disiens"
"Propionibacterium freudenreichii",0,0,0,0,0,0,0,0,0,0,0,31081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,0,0,0,0,0,628,0,0,0,0,0,"Propionibacterium freudenreichii"
"Fusobacterium gonidiaformans",0,0,0,0,0,0,0,0,0,0,0,14277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4498,0,539,0,0,0,0,0,0,0,0,0,0,0,1117717,0,25250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fusobacterium gonidiaformans"
"Methanosphaera stadtmanae",0,0,0,0,0,0,0,0,0,0,0,13983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154676,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,10412,0,0,0,0,0,0,0,0,0,0,0,0,76145,0,0,0,0,0,0,0,0,5032,0,0,0,0,0,0,0,0,0,0,10144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102934,380995,0,0,0,0,0,0,0,0,0,0,27260,0,0,0,0,316189,102391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Methanosphaera stadtmanae"
"Pseudoflavonifractor sp. An184",0,0,0,0,0,0,0,0,0,0,0,12426,0,0,0,0,5967,0,0,3226,0,0,0,3732,0,0,0,15445,153155,0,0,0,1207,0,213,9075,0,0,3310,0,0,105789,0,0,0,0,0,0,44873,0,0,55366,0,0,0,0,0,104255,0,0,0,0,0,1655,0,3671,474,181194,0,2625,0,0,0,12016,0,1887,0,0,0,0,0,132802,1743,0,0,0,11226,2964,73129,0,0,0,118930,0,0,0,6456,0,0,0,0,1248,0,0,0,6886,58469,0,0,9700,0,0,0,0,0,0,0,0,0,0,0,60633,0,1578,0,0,460,0,0,0,66204,0,0,0,0,0,0,0,7626,0,0,5727,0,0,0,0,0,0,0,0,0,0,0,0,8457,0,0,0,0,0,0,0,0,0,0,0,0,0,1735,0,0,0,19031,22411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658,0,25407,3255,0,0,0,0,545614,0,9048,0,26093,7079,0,251828,0,10178,7155,0,0,0,0,0,10504,0,0,0,0,0,1168,0,0,0,0,0,0,42891,0,915,0,0,0,0,0,0,0,0,9392,"Pseudoflavonifractor sp. An184"
"Campylobacter hominis",0,0,0,0,0,0,0,0,0,0,0,11570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12752,0,6450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561,0,0,0,0,0,0,0,0,0,0,0,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41918,"Campylobacter hominis"
"Harryflintia acetispora",0,0,0,0,0,0,0,0,0,0,0,9872,0,0,0,0,0,0,0,8249,0,0,1728,3213,0,0,0,0,0,0,0,26966,0,0,0,0,0,0,0,0,238,5692,15484,0,0,0,0,2891,0,0,0,1813,0,0,0,0,0,6203,0,0,0,90047,0,0,0,552,0,2473,0,5001,0,29945,0,1880,0,0,0,0,0,0,5151,0,0,0,0,0,0,0,0,0,0,0,1383,0,0,0,0,0,0,5638,0,0,0,0,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8624,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,302,0,0,0,0,7307,19621,0,0,0,0,11096,0,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26171,0,0,0,1815,0,0,5955,0,0,0,43834,2115,10116,0,0,0,0,5407,0,0,0,0,0,0,0,3885,0,2676,5757,0,0,0,456,0,9903,0,0,0,0,367,2920,0,0,0,18847,0,0,0,0,10094,0,0,0,2874,0,0,0,0,0,"Harryflintia acetispora"
"Lactococcus lactis",0,0,0,0,0,0,0,0,0,0,0,8709,0,0,0,0,0,0,0,0,0,0,0,39895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19566,0,0,0,0,2147,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113956,0,0,0,0,0,0,0,6138,0,0,0,0,0,0,0,0,0,1025,8322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15358,0,0,84422,0,4534,0,44065,18395,0,0,0,38706,0,0,0,47482,0,0,14494,5992,22016,15028,6043,0,3219,0,0,119445,0,75560,23192,0,0,6354,4977,42616,84271,0,0,0,36641,7739,0,6957,0,0,0,27930,56933,585,0,311,2189,0,0,0,0,0,0,4883,0,0,0,0,0,0,0,0,0,0,0,0,0,10585,0,0,0,0,2376,175317,0,0,0,0,0,0,0,0,0,0,0,68785,0,0,10874,0,0,0,0,0,0,0,0,0,0,3640,0,0,0,0,14613,0,675,0,0,0,569838,0,0,0,0,0,0,153360,0,0,0,0,0,14392,0,0,0,0,3940,0,0,"Lactococcus lactis"
"Scardovia wiggsiae",0,0,0,0,0,0,0,0,0,0,0,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6018,0,0,0,0,0,0,0,0,0,0,6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4216,0,0,0,0,0,0,107290,0,0,242,0,0,0,0,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,0,0,0,0,1251,0,6546,0,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,892,0,0,218,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,"Scardovia wiggsiae"
"Gemella morbillorum",0,0,0,0,0,0,0,0,0,0,0,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6717,0,0,0,0,0,0,16665,0,0,0,0,0,0,0,0,3552,0,0,0,0,0,0,0,5868,0,0,0,0,0,0,0,0,0,0,0,97486,100083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,9426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137681,0,0,0,0,0,0,0,0,0,0,"Gemella morbillorum"
"Prevotella sp. AM42-24",0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,290,0,0,0,0,0,0,0,0,95543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207342,0,0,2532482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188255,0,0,0,0,0,0,0,7735,17188,12606,1644,0,0,0,294747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9634559,12615113,8349,13176,0,0,0,0,0,0,0,0,0,0,1338,0,0,0,0,0,0,0,0,379625,0,8785957,4257,5526,5500,0,0,0,0,0,0,0,0,0,0,0,71886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,"Prevotella sp. AM42-24"
"Parabacteroides goldsteinii",0,0,0,0,0,0,0,0,0,0,0,0,91903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10706,0,0,0,0,21913,0,0,0,0,0,0,0,0,0,0,0,0,4120,0,0,0,0,0,59629,1225633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76253,0,0,0,0,0,0,0,0,0,53410,254253,694546,386975,0,0,0,0,0,389360,0,0,58554,216177,0,0,0,0,256053,99140,0,0,0,0,0,0,0,218809,0,0,0,0,102843,228896,0,0,0,3174,0,0,0,0,8702,0,129613,0,0,0,0,0,0,0,0,0,0,0,122460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39539,0,0,0,0,0,0,0,54763,132389,0,0,0,0,26186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127596,155090,0,0,0,116750,0,206252,0,0,0,0,0,0,0,0,0,0,307306,0,124381,0,27745,0,0,0,0,8028,88847,0,861169,0,0,0,110849,0,0,0,0,0,2120,70613,0,0,0,0,2859,0,0,0,0,0,115988,1262,0,0,0,82515,0,8867,0,154077,0,0,0,21445,0,"Parabacteroides goldsteinii"
