"","SID31004","SID31009","SID31021","SID31030","SID31071","SID31112","SID31129","SID31137","SID31159","SID31160","SID31188","SID31219","SID31223","SID31233","SID31236","SID31237","SID31256","SID31267","SID31275","SID31276","SID31282","SID31285","SID31300","SID31328","SID31333","SID31337","SID31343","SID31360","SID31367","SID31379","SID31398","SID31416","SID31424","SID31428","SID31431","SID31446","SID31449","SID31450","SID31452","SID31455","SID31477","SID31489","SID31493","SID31501","SID31512","SID31519","SID31537","SID31549","SID31557","SID31582","SID31637","SID31685","SID31700","SID31705","SID31711","SID31714","SID31723","SID31749","SID31750","SID31766","SID31865","SID31866","SID31868","SID31870","SID31871","SID31872","SID31873","SID31874","SID31875","SID31876","SID31877","SID31878","SID31879","SID31880","SID31881","SID31883","SID31884","SID530002","SID530018","SID530026","SID530028","SID530039","SID530041","SID530050","SID530052","SID530054","SID530055","SID530074","SID530075","SID530119","SID530142","SID530154","SID530163","SID530167","SID530168","SID530172","SID530177","SID530185","SID530215","SID530227","SID530251","SID530258","SID530262","SID530295","SID530297","SID530315","SID530323","SID530331","SID530348","SID530364","SID530368","SID530373","SID530394","SID530398","SID530403","SID530444","SID530450","SID530451","SID530558","SID530600","SID530623","SID530697","SID530705","SID530743","SID530756","SID530840","SID530867","SID530890","SID531128","SID531155","SID531248","SID531274","SID531277","SID531281","SID531333","SID531352","SID531361","SID531382","SID531403","SID531414","SID531416","SID531424","SID531469","SID531663","SID531766","SID531775","SID532305","SID532749","SID532779","SID532796","SID532802","SID532826","SID532832","SID532915","FeatureID"
"Veillonella tobetsuensis",1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3857,0,0,0,673,0,11453,1153,0,0,18085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Veillonella tobetsuensis"
"Veillonella rogosae",1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Veillonella rogosae"
"Clostridium sp. CAG:299",1223,0,0,74877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15997,0,0,0,0,0,0,0,0,0,0,0,7242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36225,0,0,0,0,0,0,7041,0,0,0,0,10475,0,0,0,0,0,0,0,0,0,0,0,0,0,2885,0,0,0,0,0,0,0,0,0,629,0,0,0,0,2083,0,0,0,0,0,0,0,0,0,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clostridium sp. CAG:299"
"Phocaeicola coprocola",1002,0,192179,0,0,0,0,0,0,0,8511,0,0,0,91174,0,0,102951,0,11175,347442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420461,0,25060,0,0,0,0,0,0,30555,0,0,0,0,0,0,67165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068410,0,0,0,0,0,0,0,145314,0,0,0,0,0,0,3194,0,0,0,0,0,15010,0,11456,0,0,0,6868,0,172,0,0,0,0,0,0,0,0,34578,0,0,0,0,0,179056,0,0,0,0,0,0,0,0,0,0,0,9176,542624,0,0,0,0,0,0,0,0,0,0,0,0,0,1301424,0,0,0,0,0,0,0,"Phocaeicola coprocola"
"Actinomyces johnsonii",867,0,0,0,0,0,0,0,0,0,0,0,0,0,642,2074,28350,0,0,0,0,0,0,0,0,0,0,0,0,7007,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinomyces johnsonii"
"Adlercreutzia equolifaciens",753,630029,1118727,173113,11517,0,63090,1739392,1036,307118,0,511772,28090,1158993,352014,350824,1400369,50174,105542,45020,442832,275422,384487,857732,946,0,529,3219,71074,137143,19401,1057672,15957,39866,289213,3938,72487,26781,183205,489778,740,946492,104028,343069,1101292,693208,616118,2415708,124375,1209111,188203,1002056,105353,0,2064,616250,155341,731189,1796807,2124653,2454829,747697,93861,6441,71221,799198,40046,40827,132616,83497,293995,409736,104991,91571,158213,51839,430232,1029829,703936,1226,681024,4555,399152,243652,99411,1497436,710017,2609,320446,656506,750392,0,787619,201300,728008,2275511,2230188,1235602,289276,280723,2274,339310,365923,682177,508877,307434,8719,46253,883,2200826,25017,4027,449396,270368,280165,262272,1590508,93969,1084761,149577,458696,231349,406280,0,0,92361,74004,153610,6001,527365,56842,0,851644,1431,629886,19297,857,5593,0,2381,1144007,0,34577,225870,210338,1176100,0,46690,6925,141885,684,341581,297313,133321,"Adlercreutzia equolifaciens"
"Streptococcus sp. HMSC034E03",748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Streptococcus sp. HMSC034E03"
"Granulicatella adiacens",634,0,0,0,0,1535,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,1144,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,1489,0,0,0,0,0,0,0,955,0,0,0,0,0,0,2017,0,1305,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Granulicatella adiacens"
"Tractidigestivibacter scatoligenes",393,403,0,0,12088,580,263,0,848,695,12575,0,2268,578,88,864,1078,684,7328,2719,801,897,0,3915,1339,0,0,0,0,5424,418,0,1844,0,229482,0,14876,868,18996,546,36230,2439,774,0,0,0,0,38787,211,13392,0,1129,133,0,0,249,0,23424,896,0,0,0,0,89,718,434,6810,0,378,1224,0,403,3540,1993,20056,0,1093,0,540,55975,129,0,6408,514,397,1084,500,80,441,574,13067,0,884,0,0,265,0,0,0,0,0,22827,5203,5772,940,578,68635,0,1239,521,796,0,0,343,2099,4212,18295,10757,0,304899,249,0,0,2970,0,0,49660,1358,15608,0,3825,0,201,0,0,0,0,13013,0,0,0,0,0,0,0,0,0,0,0,0,9097,0,439,98376,"Tractidigestivibacter scatoligenes"
"[Eubacterium] brachy",389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,5821,6600,0,0,0,0,0,7720,0,0,0,0,0,1026,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9235,0,0,0,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,227,16470,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0,0,0,0,0,"[Eubacterium] brachy"
"Gordonibacter pamelaeae",323,6631,563053,114825,6519,2079,51476,403935,34817,5349,1507,86947,1483,345727,129874,162227,608614,35538,2491,7711,137773,43020,63052,9536,4762,24939,97792,163023,92729,801012,33340,867937,2145,65638,2329,46330,1572,256178,31400,63791,17099,403973,17885,656133,417860,234045,444072,28215,221629,17762,84961,17172,1386,18265,70969,11117,112035,475680,309070,128470,197524,636817,38007,169358,8978,183512,15762,468,17142,40689,66190,186790,25068,30927,10543,109909,15219,403048,28027,2727,20578,415407,58817,64419,30323,33969,29803,227321,12385,358144,84548,0,409733,3216,103234,259725,581519,12802,219600,55915,194096,58177,41672,53479,344231,25080,20846,16279,36142,554009,1219532,51584,130677,64567,178782,18400,748910,8304,399074,19302,5997,15171,110267,1721,0,9375,5670,31789,4579,169232,1287,611,15917,16139,548684,846587,3141,66361,0,98041,111484,0,72099,23546,13991,25190,69255,142602,0,8618,3070,21027,130692,43180,"Gordonibacter pamelaeae"
"Eubacterium sp. OM08-24",254,0,0,0,144195,0,0,0,0,0,0,0,0,0,0,0,0,1508,367,0,0,0,3121,0,0,0,0,0,0,0,0,0,0,0,25584,0,0,0,0,0,0,0,0,0,0,0,0,5045,0,103,0,0,282787,0,0,0,0,162342,17610,0,0,0,0,0,0,0,0,1251,0,0,0,0,84006,0,0,0,0,0,0,1400,0,0,0,0,0,1841,0,0,1006,0,0,0,0,104953,0,0,0,0,0,0,0,0,17523,0,0,0,0,0,0,0,0,16187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028,2711,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,"Eubacterium sp. OM08-24"
"Cardiobacterium valvarum",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cardiobacterium valvarum"
"Eubacterium sp. CAG:180",0,13422177,0,0,0,0,0,0,0,1601822,47445,0,1626251,0,0,2088461,818972,0,0,1855932,1480379,4282702,0,3364895,892900,0,0,4702324,326100,0,176722,1332,0,0,0,1383,0,0,1411036,0,1748863,217055,176341,0,0,0,0,3132804,0,0,6562,0,6986417,0,402,0,863,1730284,2337907,1404865,13584,75796,2520657,489,0,4823,2121620,7005,641052,3899966,856541,0,0,0,224953,182371,0,0,0,64782,13379,0,0,0,0,616,0,0,147648,0,0,0,0,0,375188,0,0,0,0,0,0,0,2267471,151283,0,0,0,294960,0,1140,0,0,18000,0,0,0,0,3660423,0,2972418,1017,161559,1850594,0,0,1889083,0,0,0,4457,1138612,1577,0,214029,12257,0,2884699,0,0,2486378,248167,0,29110,0,4082483,8013860,0,0,0,3465461,2942098,1241263,1084655,0,"Eubacterium sp. CAG:180"
"Parabacteroides merdae",0,509501,0,1001,2826,0,0,0,5483,0,146304,0,78948,1907,82346,2160,0,29547,243951,105699,168847,0,0,80985,48214,0,182339,0,56497,92465,110067,17140,0,0,0,470,152378,0,210473,12535,7649,4004,9584,0,0,43313,0,142259,2376,1782,0,157154,134196,0,0,0,0,306676,148620,0,16536,190823,94764,0,33045,0,220622,4577,402774,981870,2827139,916125,117760,532399,1092911,597256,87210,0,0,10221,130491,0,3465,843146,0,0,0,12461,12513,44774,31192,0,0,457,0,0,6940,0,31278,0,0,79880,65583,54756,30634,3712,3640,0,856,52692,59316,0,0,1213,0,4308,54810,0,0,528538,0,0,0,27540,0,143406,263208,323587,657785,57709,115380,12692,280266,6233,19214,243060,0,790726,0,0,60176,9275,1470932,857321,0,3080,257777,142941,1653311,752771,1236108,0,0,1274,"Parabacteroides merdae"
"Roseburia sp. CAG:182",0,397996,0,0,0,0,0,0,0,9935,130458,53772,0,3648,0,1092758,741,0,0,7484,0,0,0,33971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,31418,0,0,0,0,0,511013,0,35668,0,0,338588,0,0,0,0,0,149338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,22311,0,0,2110,0,2690,0,0,79957,0,0,0,0,0,0,0,0,7704,0,0,0,10554,13660,0,0,290418,0,0,0,0,0,0,0,0,0,0,0,13989,68194,0,0,0,0,0,0,0,0,0,18313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7645,0,19122,25132,"Roseburia sp. CAG:182"
"Phocaeicola dorei",0,325773,0,728423,0,5028,0,0,261764,3715,0,0,171208,31943,37463,0,0,16248,5388055,0,40314,0,0,62621,450,0,0,0,0,22415,91188,0,1302,0,486593,0,28872,0,0,41459,0,16258,0,0,0,0,147028,32760,0,1612,0,69357,0,0,1667,0,0,42285,0,4529,165130,0,0,36347,61012,0,392,0,348733,0,0,3568724,8490,0,535740,871441,168332,0,0,2088,1632509,1001,209151,0,1173,17334,0,0,169749,31895,13719,0,0,556059,0,0,53808,2924351,16005,0,0,2459,38372,237262,27280,3958,9034,2392985,0,44260,0,874882,0,70227,0,0,26828,23483,1729,328444,815047,1313834,0,2285324,0,10618,110254,888732,0,57102,89460,5161,0,137655,259874,1688051,0,11083883,4398,6457,0,160404,0,1964186,20059422,0,0,946113,501224,119981,0,14255,112793,491217,"Phocaeicola dorei"
"[Eubacterium] siraeum",0,318865,1193199,0,118981,0,0,0,0,98695,4541377,69531,18742,0,83462,0,0,22732,1096339,173003,521915,3196164,6429,1854648,775440,0,0,0,27527,0,3721,39646,27814,21761,172930,23307,216654,0,1044780,359330,179048,153972,7281,0,0,517042,143694,191703,0,62073,587,1089157,534873,0,0,0,1262,71902,171182,9571,3404,195430,124260,0,20148,1337835,19775,1355604,23667,391291,1278051,555490,46645,76790,79452,67643,39797,1229,0,12299,343401,0,6138497,1446229,0,76666,0,0,76710,967160,215571,0,9318,858924,568,0,139163,78197,4376,0,0,0,298723,32786,1101246,0,338644,979102,10047,82662,119428,205663,128953,73108,0,64738,247189,574985,6724879,452620,4028654,788583,17781,1054750,0,124577,534668,290747,681573,21513,9431,11258,11185,2962,525,4682135,80116,358312,913,130219,39469,0,15736,456938,132256,21061,51625,0,1965224,10871,117211,0,7336,88593,"[Eubacterium] siraeum"
"Barnesiella intestinihominis",0,311269,224731,0,0,0,0,0,0,0,12801,56928,336195,5629,0,22547,3559,33564,0,31614,46038,1614258,183702,307708,1139,0,213990,81705,91395,0,157322,0,3283,0,3948,0,1935,0,275760,83597,622,96279,21885,46051,0,188981,32933,64062,0,1212,0,162673,316400,0,0,0,57501,68708,370007,0,31553,37483,327896,0,678,350105,481551,2631354,659895,1386441,1552329,1170106,24223,0,512885,23290,265434,0,0,0,537036,0,19989,554413,0,128720,157970,0,43069,63922,123551,0,0,129435,0,1601,10794,0,12485,0,0,608,36494,72032,60689,3196,0,1378267,0,148724,0,317964,1092975,0,7943,1334,158639,1229,0,464895,849571,363781,0,1107098,0,99248,627918,240825,62360,328336,67572,0,158032,3476,652,437803,269199,73077,0,421309,515065,0,293822,0,0,3345,0,147011,1212734,1067211,228528,0,327327,643819,"Barnesiella intestinihominis"
"Methanobrevibacter smithii",0,277515,0,0,0,0,0,0,10192,611593,0,136612,9471350,0,0,0,0,0,376810,859468,0,2295,907597,0,284137,0,0,0,58635,0,0,0,0,0,410465,624,0,0,0,0,21264,1082637,23684,0,0,178281,0,1676003,0,1277721,645,10143252,1422336,0,0,0,0,1158853,0,0,7697,11591253,423171,3104,0,1961,33003,139324,0,0,27077,0,1207556,431286,0,11880,1630339,0,0,375075,493383,0,7669358,0,0,2833350,757742,0,67067,0,0,0,0,0,10023,0,0,5821222,525359,0,0,0,0,10258740,736671,0,20349,268653,13692,0,0,4508666,0,11380,0,0,548180,1463226,0,3192107,1419871,0,0,9501,0,5425979,170855,49774,2048638,13899,33374,67021,106782,0,2644,2630579,10316,316084,0,0,0,0,0,517063,0,0,0,0,0,0,410722,0,0,8856092,"Methanobrevibacter smithii"
"Firmicutes bacterium CAG:145",0,265529,788204,0,3595,0,27467,76025,0,0,62320,0,0,78886,27845,0,0,9319,0,688,25085,0,0,24594,0,0,436,0,89500,0,1473,22951,9671,20354,0,0,283403,0,0,4488,225,10982,27991,118028,39095,43982,71315,4687,3436,23575,119059,28984,0,0,0,0,23434,9826,2064,0,63549,43035,81723,0,6620,265547,79249,148,20898,0,20142,0,12668,751,132722,3857,0,16433,0,404,17251,0,10153,1048670,0,6849,1434,0,1428,247909,6764,0,0,51540,0,29635,13407,0,247158,527710,0,0,2169111,0,843,30706,51241,46916,0,95436,0,0,113803,14651,7405,27495,26941,0,39714,0,5906,59554,151920,0,0,135870,0,272957,79551,38677,0,0,3515,0,560566,26229,5290,46335,0,41362,746743,0,29830,51882,9991,0,0,0,0,468777,0,0,3493,91271,"Firmicutes bacterium CAG:145"
"[Bacteroides] pectinophilus",0,237975,0,0,0,0,0,0,0,0,0,328372,0,0,0,0,0,0,0,0,0,0,6390446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14666,0,0,0,0,0,0,0,0,0,0,0,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493088,0,0,0,0,0,"[Bacteroides] pectinophilus"
"Bacteroides cellulosilyticus",0,235106,0,149191,0,4977,0,0,0,0,0,0,0,0,0,0,873,1057,0,579,17817,0,0,34951,7702,0,0,0,377,0,0,0,0,0,5207,0,140176,0,0,0,0,0,3047,21449,0,322379,0,0,0,0,0,9819,0,0,0,0,3971,93482,0,0,3618,40157,16775,0,2114,0,0,0,0,40806,0,0,0,2205385,0,395878,21961,0,0,0,2021201,0,48814,355264,0,33540,37609,0,17326,0,1822,0,1675,0,0,0,0,147050,0,0,0,8665,0,360540,0,70,5438,494498,0,253538,0,183348,241377,2555,0,0,34615,0,1313574,0,259136,0,0,21978,0,7487,1101073,0,257004,0,0,9991,181365,0,0,944944,0,32940,583211,0,335470,0,1307943,0,347921,27620,922421,0,1063,1217623,23150,1760,173467,0,"Bacteroides cellulosilyticus"
"Ruminococcus bicirculans",0,133141,654814,119760,21215,0,6941,0,3984,0,2583,640089,0,40046,87213,0,0,151586,0,6568,128355,0,0,68715,132891,0,0,457877,0,5878,205080,0,3475,32281,287241,128347,0,0,1099170,4906,177496,49917,1625,0,8120,2688278,0,131835,0,11631,0,28576,170127,2016,0,0,10208,174584,124617,0,16861,294,4312,0,100604,42147,335045,322549,983802,0,2601697,594395,274688,2194149,919318,44948,42493,0,0,16643,0,0,34854,19095,0,0,0,26035,10892,107031,0,47961,0,228044,343150,63193,260034,86449,57988,0,0,1046216,266216,26565,33563,0,0,0,0,1038721,360598,1923217,6852341,3007223,0,0,0,413327,0,6342,0,0,176161,0,584850,12934,96139,176545,676265,0,146027,8104,69957,4772,0,126285,0,11087,0,13547079,0,0,1362711,18050,0,2850,0,0,0,1030261,93285,207803,54414,28454,"Ruminococcus bicirculans"
"Firmicutes bacterium CAG:110",0,119926,0,774684,24830,0,0,0,0,419199,154448,113426,148726,20715,102572,0,0,98250,246721,40179,11326,1433432,327643,638716,9502,0,0,0,0,0,30715,0,2125,0,352154,0,0,0,687996,32144,35490,343258,1553,0,17772,110053,0,9244,0,20525,0,4320,309072,0,0,0,0,0,397365,0,0,158183,818,0,0,0,8231,99957,183071,0,155,144822,0,0,714164,6399,72573,0,0,151272,31835,0,1064919,0,0,56665,1024429,0,13266,938923,0,0,0,197287,0,0,6181,419290,72913,0,0,0,1903,220808,137847,240848,4702,0,1072,0,0,0,0,3567,0,56539,2533,0,0,56352,1193626,0,0,79422,0,237035,573739,125105,19141,0,4898,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12847,0,64025,0,1713,228951,"Firmicutes bacterium CAG:110"
"Parabacteroides distasonis",0,111253,0,144724,743,15627,0,503008,241187,13121,77269,93431,85622,560,10250,9380,0,15284,73490,57249,53162,0,107815,62591,8761,0,237239,122216,49872,119812,55727,21649,672,0,90089,3645020,29753,603369,47379,27808,5557,12797,53720,0,0,59008,20775,52650,9964,0,0,30356,4170,0,0,0,14119,115063,85441,5168,6026,568858,116412,0,0,84536,215876,643675,215593,892781,995740,214829,5750,1530096,540943,106978,128043,3434,0,1799,0,6831,25018,68861,3278,36547,0,3288,17858,18190,76615,0,2488,182199,478918,7665,7593,0,44138,0,0,31150,27373,195159,0,148,1370,279040,0,68421,0,0,3202714,4909,4797,0,23721,116749,806434,86561,376916,0,0,364535,0,106184,740542,100812,733702,9367,163889,12126,646881,3201,28843,7683583,0,2419272,2837,106046,325070,0,6937,0,1386129,90996,546530,674272,386378,313413,303467,47908,113283,492724,"Parabacteroides distasonis"
"Ruthenibacterium lactatiformans",0,55015,367221,32358,20638,285253,13918,217401,3233,25381,54045,113676,78007,9752,245197,71344,77290,56098,2300835,24415,136159,58467,122468,350376,13666,2542599,35585,43481,423144,104972,14236,169127,23948,70709,249499,1090792,33126,442748,205803,95282,301355,16815,23259,4385667,48112,169938,184578,68363,202545,23144,139534,75209,31188,269,582,0,264394,111735,231574,41779,26439,293139,145600,49170,22447,684194,1261966,50388,40632,332052,74002,195185,221068,69105,975014,90712,819617,17907,0,23637,51872,36255,46299,295835,634,377471,25965,56177,27006,85316,51097,15552,1084,392883,4529,7955,68797,866091,47422,870667,0,421023,963005,269249,25096,36749,11259,147215,489,217874,80078,10174,576511,40174,15372,32960,246674,88738,117638,434249,43767,74883,71634,60263,219805,106637,52295,234854,175347,45844,15824,1079,76176,30678,171525,1524446,12276,641107,0,96823,239712,0,239155,67840,24249,423177,88690,504286,35210,466286,36660,3672,14512,357923,"Ruthenibacterium lactatiformans"
"Anaeromassilibacillus sp. An250",0,48748,118770,3038,0,10594,0,282277,0,0,0,0,74828,0,37956,0,23851,19570,6656,2007,0,54011,18048,30115,1703,0,0,13566,383,0,0,1891,0,1654,50219,0,1109,0,211762,80849,6796,7276,0,0,751,18522,47720,30649,0,9392,0,36491,6648,0,0,0,12171,106770,11417,0,0,18907,7599,0,0,0,0,26830,3256,58700,212047,408,20610,106,28681,2072,13024,0,0,2294,0,0,6278,444938,0,29262,7288,0,0,0,3065,0,0,306622,0,2161,0,36638,49379,551861,0,0,0,0,1020,0,4903,17624,0,0,17023,133472,22202,4708,21706,0,712422,0,0,65874,21751,9895,0,0,0,42719,6156,49680,97861,0,1970,0,8872,0,65383,44130,2578,17699,0,7083,63185,0,0,13289,0,16219,48959,5353,1227,149619,93194,69731,27424,58029,"Anaeromassilibacillus sp. An250"
"Roseburia sp. CAG:303",0,44319,0,0,37198,0,0,0,0,294158,0,0,0,12151,0,0,0,0,0,0,0,0,115641,0,0,0,0,3988,0,0,0,0,0,0,0,0,2748,0,0,0,0,0,0,0,0,106581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6904,0,0,0,0,0,0,0,0,5427,0,0,0,0,0,0,5306,0,0,0,0,0,0,0,0,0,0,0,0,86610,0,0,0,0,0,0,0,0,0,0,757,0,0,844377,0,0,0,0,0,0,0,50578,0,0,0,0,0,0,0,0,0,0,0,0,63514,227124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Roseburia sp. CAG:303"
"Odoribacter splanchnicus",0,42117,34413,23022,5008,0,0,17248,166,338,15122,6119,82610,160,16768,0,0,2032,51209,2468,4260,0,120107,95511,0,0,34068,22758,12420,3526,45921,0,0,0,0,52913,2694,0,24337,22524,5717,2288,0,0,0,55816,3269,9715,0,0,0,13682,29696,0,0,0,3719,11201,78920,0,3606,79235,42961,0,290,14242,40983,108995,185724,260869,344415,247612,1169,31002,196942,257015,80776,480,0,0,34780,0,64126,13365,0,15385,31921,438,7503,44010,32091,0,0,58976,0,0,1889,74786,2742,32115,0,4783,4042,24180,11855,1237,0,288446,0,9254,0,43852,542775,5016,84,0,0,5394,133930,187635,272830,21315,0,107330,0,113279,109755,65219,284206,15096,91894,6165,157842,1104,11622,0,33641,136871,0,15373,20452,0,221134,120295,736963,0,168400,353,437388,162518,35424,0,46572,333673,"Odoribacter splanchnicus"
"Oscillibacter sp. CAG:241",0,37682,0,787440,2909,0,0,0,1579,33500,160539,452703,175307,320,0,0,2802,11879,6429202,1056061,9920,380631,925020,7269,1823,0,0,0,0,0,18042,0,3777,0,344799,1300,632,0,7464,60994,136970,194652,3593,0,0,112054,443729,122517,0,894,530,3166043,1289898,0,0,0,2382,0,1104851,0,0,65452,67019,0,158,0,6068354,136145,68933,0,18469,1850015,92994,49364,1430651,6326,95679,0,0,7143,2061378,0,910753,534,0,548279,8458,0,4569,947,960,0,0,3320,120714,0,2271,1083541,1550,277,0,194888,0,129476,592231,0,0,47418,345,0,495,2785803,111165,169686,0,769,57558,980585,573362,246971,77731,0,2121,231475,0,355,1081361,4329,60772,699,1409,0,11222,1051,484710,4955,131807,13197,0,669,1429,0,690,255,6714,251838,792522,0,17805,798,90249,0,0,221238,"Oscillibacter sp. CAG:241"
"Firmicutes bacterium CAG:95",0,28248,0,1846,0,0,0,0,0,81263,88878,17226,25198,5691,0,0,0,55720,637,13097,0,4235,107880,8349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484,0,0,0,6811,0,0,0,0,0,0,6961,0,0,263364,4719,0,0,0,0,2279,4891,0,0,20534,0,0,0,0,0,0,0,0,114743,0,441,0,0,532,2359,0,0,0,0,0,0,0,0,0,0,6277,0,8376,0,0,1951,524050,0,0,0,0,0,0,0,0,0,0,0,0,0,87007,0,0,9746,0,0,507211,0,392,63809,5930,615901,0,29940,5727,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,0,26023,0,0,0,0,0,"Firmicutes bacterium CAG:95"
